group_list,url1,url2,url3
Detalles de contacto del centro,https://studenthealth.usc.edu/pop-testing-hours-and-locations/,https://studenthealth.usc.edu/covid-19-testing-pcr-and-antigen/,
Orientación Ubicación,https://studenthealth.usc.edu/pop-testing-hours-and-locations/,https://studenthealth.usc.edu/covid-19-testing-pcr-and-antigen/,
vacuna BCG suficientemente buena para la tuberculosis?,https://studenthealth.usc.edu/faq-immu-english/,https://studenthealth.usc.edu/immunizations/,
Números de línea directa,https://studenthealth.usc.edu/emergencies/,https://studenthealth.usc.edu/sart-resources/,https://studenthealth.usc.edu/
Qué formularios rellenar en el Portal del Estudiante,https://studenthealth.usc.edu/medical-policies/,,
Política de enmascaramiento,https://studenthealth.usc.edu/5653-2/,https://studenthealth.usc.edu/la-county-lifts-outdoor-masking-requirement/,
Costo total del seguro para estudiante,https://studenthealth.usc.edu/fees-deadlines/,https://studenthealth.usc.edu/our-services/insurance-plan/how-to-request-a-waiver-for-usc-student-health-insurance/,https://studenthealth.usc.edu/our-services/insurance-plan/
Horarios de hospitales,https://studenthealth.usc.edu/hours/,,
Dirección de correo del Hospital,https://studenthealth.usc.edu/emergencies/,https://studenthealth.usc.edu/sart-resources/,https://studenthealth.usc.edu/
Ubicaciones de hospitales,https://studenthealth.usc.edu/emergencies/,https://studenthealth.usc.edu/sart-resources/,https://studenthealth.usc.edu/
Número de contacto del hospital,https://studenthealth.usc.edu/emergencies/,https://studenthealth.usc.edu/sart-resources/,https://studenthealth.usc.edu/
Servicios Médicos de Salud,https://studenthealth.usc.edu/emergencies/,https://studenthealth.usc.edu/sart-resources/,https://studenthealth.usc.edu/
Dirección de la calle del hospital,https://studenthealth.usc.edu/emergencies/,https://studenthealth.usc.edu/sart-resources/,https://studenthealth.usc.edu/
Dirección de correo electrónico del hospital,https://studenthealth.usc.edu/emergencies/,https://studenthealth.usc.edu/sart-resources/,https://studenthealth.usc.edu/
Línea de atención hospitalaria,https://studenthealth.usc.edu/emergencies/,https://studenthealth.usc.edu/sart-resources/,https://studenthealth.usc.edu/
Número de contacto del hospital,https://studenthealth.usc.edu/emergencies/,https://studenthealth.usc.edu/sart-resources/,https://studenthealth.usc.edu/
Dirección de correo para apoyo hospitalario,https://studenthealth.usc.edu/emergencies/,https://studenthealth.usc.edu/sart-resources/,https://studenthealth.usc.edu/
Línea de atención al cliente para Hospital,https://studenthealth.usc.edu/emergencies/,https://studenthealth.usc.edu/sart-resources/,https://studenthealth.usc.edu/
Dirección de correo para médicos,https://studenthealth.usc.edu/emergencies/,https://studenthealth.usc.edu/sart-resources/,https://studenthealth.usc.edu/
Ferias de empleo admit COVID?,https://studenthealth.usc.edu/covid-19-health-services/covid19-vaccines/,https://coronavirus.usc.edu/faq-covid-19-vaccine-policy/,https://studenthealth.usc.edu/emergencies/
Exámenes de laboratorio cubiertos por el seguro?,https://studenthealth.usc.edu/fees-and-insurance/,https://studenthealth.usc.edu/health-care-and-health-insurance/bringing-an-existing-insurance-plan-to-campus-2/,https://studenthealth.usc.edu/vaccine-clinic/
ubicación del laboratorio,https://studenthealth.usc.edu/vaccine-clinic/,https://studenthealth.usc.edu/upc-student-health-center/,https://studenthealth.usc.edu/eric-cohen-student-health-center/
Número de emergencia del laboratorio,https://studenthealth.usc.edu/emergencies/,https://studenthealth.usc.edu/,
Los resultados de laboratorio ¿Incluyen todos los detalles?,https://studenthealth.usc.edu/myshr/,,
Plazo de requisitos de vacunación,https://studenthealth.usc.edu/immunizations/,https://studenthealth.usc.edu/time-extension-for-immunization-compliance/,https://studenthealth.usc.edu/faq-immu-english/
Todos los requisitos de vacunación,https://studenthealth.usc.edu/immunizations/,https://studenthealth.usc.edu/time-extension-for-immunization-compliance/,https://studenthealth.usc.edu/faq-immu-english/
Costos de vacunación,https://studenthealth.usc.edu/immunizations/,https://studenthealth.usc.edu/time-extension-for-immunization-compliance/,https://studenthealth.usc.edu/faq-immu-english/
Plazos de vacunación,https://studenthealth.usc.edu/immunizations/,https://studenthealth.usc.edu/time-extension-for-immunization-compliance/,https://studenthealth.usc.edu/faq-immu-english/
Cualificaciones del profesional de la salud,https://studenthealth.usc.edu/health-professions/,,
Servicios Médicos de Salud,https://studenthealth.usc.edu/upc-student-health-center/,https://studenthealth.usc.edu/eric-cohen-student-health-center/,
Centro de salud Lugares de interés cercanos,https://studenthealth.usc.edu/upc-student-health-center/,https://studenthealth.usc.edu/eric-cohen-student-health-center/,
Números de profesionales de la salud(Health Professional Number),https://studenthealth.usc.edu/upc-student-health-center/,https://studenthealth.usc.edu/eric-cohen-student-health-center/,
Centros de pruebas de COVID,https://studenthealth.usc.edu/pop-testing-hours-and-locations/,https://studenthealth.usc.edu/covid-19-testing/post-covid-19-recovery/,https://studenthealth.usc.edu/covid-19-testing-pcr-and-antigen/
Prueba de estallido de COVID,https://studenthealth.usc.edu/pop-testing-hours-and-locations/,https://studenthealth.usc.edu/covid-19-testing/post-covid-19-recovery/,https://studenthealth.usc.edu/covid-19-testing-pcr-and-antigen/
Siempre requerido?,https://studenthealth.usc.edu/health-requirements-for-new-students/,https://studenthealth.usc.edu/,
Penalizado si no se llena el requisito?,https://studenthealth.usc.edu/health-requirements-for-new-students/,https://studenthealth.usc.edu/,
Detalles del proveedor,https://studenthealth.usc.edu/meet-your-providers/,,
Exención basada en creencias,https://studenthealth.usc.edu/immunizations/,https://studenthealth.usc.edu/medical-policies/,
Formulario de exención médica,https://studenthealth.usc.edu/medical-policies/,,
Costo de los Servicios,https://studenthealth.usc.edu/fees-and-insurance/,https://studenthealth.usc.edu/co-pay-update-on-student-health-insurance-plan-ship/,
Costo de los Servicios,https://studenthealth.usc.edu/fees-and-insurance/,https://studenthealth.usc.edu/co-pay-update-on-student-health-insurance-plan-ship/,
Número de Proveedores Afiliados,https://studenthealth.usc.edu/meet-your-providers/,https://studenthealth.usc.edu/your-medical-providers/,https://studenthealth.usc.edu/meet-your-counseling-and-mental-health-providers/
Horario del Centro de Salud,https://studenthealth.usc.edu/hours/,https://studenthealth.usc.edu/upc-student-health-center/,https://studenthealth.usc.edu/eric-cohen-student-health-center/
Fecha de orientación para nuevos estudiantes,https://studenthealth.usc.edu/getting-started/,,
Nuevos recursos para estudiantes,https://studenthealth.usc.edu/getting-started/,,
Número de ambulancia,https://studenthealth.usc.edu/medical-care/,https://studenthealth.usc.edu/emergencies/,https://studenthealth.usc.edu/counseling/workshop-requests/
Números de ambulancia,https://studenthealth.usc.edu/medical-care/,https://studenthealth.usc.edu/emergencies/,https://studenthealth.usc.edu/counseling/workshop-requests/
Disponibilidad de ambulancia,https://studenthealth.usc.edu/medical-care/,https://studenthealth.usc.edu/emergencies/,https://studenthealth.usc.edu/counseling/workshop-requests/
Póliza de seguros,https://studenthealth.usc.edu/waiver-requirements/,https://studenthealth.usc.edu/fees-deadlines/,https://studenthealth.usc.edu/health-care-and-health-insurance/bringing-an-existing-insurance-plan-to-campus-2/
Cobertura MMR en Seguros,https://studenthealth.usc.edu/waiver-requirements/,https://studenthealth.usc.edu/fees-deadlines/,https://studenthealth.usc.edu/health-care-and-health-insurance/bringing-an-existing-insurance-plan-to-campus-2/
Cobertura del seguro,https://studenthealth.usc.edu/waiver-requirements/,https://studenthealth.usc.edu/fees-deadlines/,https://studenthealth.usc.edu/health-care-and-health-insurance/bringing-an-existing-insurance-plan-to-campus-2/
Seguros Afiliados,https://studenthealth.usc.edu/waiver-requirements/,https://studenthealth.usc.edu/fees-deadlines/,https://studenthealth.usc.edu/health-care-and-health-insurance/bringing-an-existing-insurance-plan-to-campus-2/
Exención de seguro,https://studenthealth.usc.edu/waiver-requirements/,https://studenthealth.usc.edu/fees-deadlines/,https://studenthealth.usc.edu/health-care-and-health-insurance/bringing-an-existing-insurance-plan-to-campus-2/
Duración del seguro,https://studenthealth.usc.edu/waiver-requirements/,https://studenthealth.usc.edu/fees-deadlines/,https://studenthealth.usc.edu/health-care-and-health-insurance/bringing-an-existing-insurance-plan-to-campus-2/
Cobertura de Seguro para Emergencias,https://studenthealth.usc.edu/waiver-requirements/,https://studenthealth.usc.edu/fees-deadlines/,https://studenthealth.usc.edu/health-care-and-health-insurance/bringing-an-existing-insurance-plan-to-campus-2/
Identificación de correo del seguro,https://studenthealth.usc.edu/waiver-requirements/,https://studenthealth.usc.edu/fees-deadlines/,https://studenthealth.usc.edu/health-care-and-health-insurance/bringing-an-existing-insurance-plan-to-campus-2/
Plan de pago para el seguro,https://studenthealth.usc.edu/waiver-requirements/,https://studenthealth.usc.edu/fees-deadlines/,https://studenthealth.usc.edu/health-care-and-health-insurance/bringing-an-existing-insurance-plan-to-campus-2/
Plan de exención de seguro,https://studenthealth.usc.edu/waiver-requirements/,https://studenthealth.usc.edu/fees-deadlines/,https://studenthealth.usc.edu/health-care-and-health-insurance/bringing-an-existing-insurance-plan-to-campus-2/
Requisitos de seguro,https://studenthealth.usc.edu/waiver-requirements/,https://studenthealth.usc.edu/fees-deadlines/,https://studenthealth.usc.edu/health-care-and-health-insurance/bringing-an-existing-insurance-plan-to-campus-2/
Costo del seguro de Aetna,https://studenthealth.usc.edu/waiver-requirements/,https://studenthealth.usc.edu/fees-deadlines/,https://studenthealth.usc.edu/health-care-and-health-insurance/bringing-an-existing-insurance-plan-to-campus-2/
Tiempo de Espera de los Servicios,https://studenthealth.usc.edu/emergencies/,,
los 7 días de la semana?,https://studenthealth.usc.edu/hours/,https://studenthealth.usc.edu/pop-testing-hours-and-locations/,https://studenthealth.usc.edu/emergencies/
Podemos contactar a los médicos directamente?,https://studenthealth.usc.edu/counseling/workshop-requests/,https://studenthealth.usc.edu/dornsife-embedded-counselors/,https://studenthealth.usc.edu/therapists-in-training-support-group/
cuidado transgénero,https://studenthealth.usc.edu/transgender-care/,https://sites.google.com/usc.edu/rsvpclientservices/home,https://studenthealth.usc.edu/medical-care/
Línea directa disponible las 24 horas del día,https://studenthealth.usc.edu/medical-care/,https://studenthealth.usc.edu/emergencies/,https://studenthealth.usc.edu/counseling/workshop-requests/
Detalles de inicio de sesión de MySHR,https://studenthealth.usc.edu/myshr-troubleshooting/,https://studenthealth.usc.edu/myshr/,https://studenthealth.usc.edu/information-privacy-and-open-notes-in-myshr/
Introducción a MySHR,https://studenthealth.usc.edu/myshr-troubleshooting/,https://studenthealth.usc.edu/myshr/,https://studenthealth.usc.edu/information-privacy-and-open-notes-in-myshr/
Línea directa de pinchazos de aguja,https://studenthealth.usc.edu/bloodborne-pathogen-exposure/,https://studenthealth.usc.edu/emergencies/,
Horarios de la línea de ayuda,https://studenthealth.usc.edu/medical-care/,https://studenthealth.usc.edu/emergencies/,https://studenthealth.usc.edu/counseling/workshop-requests/
Horario de la clínica de vacunas,https://studenthealth.usc.edu/immunizations/,https://studenthealth.usc.edu/faq-immu-english/,https://studenthealth.usc.edu/medical-care/
Lista de vacunas aceptadas,https://studenthealth.usc.edu/immunizations/,https://studenthealth.usc.edu/faq-immu-english/,https://studenthealth.usc.edu/medical-care/
Recursos para padres,https://studenthealth.usc.edu/getting-started/parents/,https://studenthealth.usc.edu/faq-regarding-family-member-access-to-medical-records/,https://studenthealth.usc.edu/studying-abroad/for-students/
Portal de inicio de sesión para padres,https://studenthealth.usc.edu/getting-started/parents/,https://studenthealth.usc.edu/faq-regarding-family-member-access-to-medical-records/,https://studenthealth.usc.edu/studying-abroad/for-students/
Preguntas frecuentes sobre alergias comunes,https://studenthealth.usc.edu/medical-care/patient-education/,https://studenthealth.usc.edu/medical-care/,https://studenthealth.usc.edu/faq-immu-english/
Hospital de Estudiantes cercano,https://studenthealth.usc.edu/emergencies/,https://studenthealth.usc.edu/vaccine-clinic/,https://studenthealth.usc.edu/medical-care/
Costo de la vacuna COVID,https://studenthealth.usc.edu/covid-19-health-services/covid19-vaccines/,https://studenthealth.usc.edu/list-of-accepted-vaccines/,https://coronavirus.usc.edu/faq-covid-19-vaccine-policy/
Stock de vacunas COVID,https://studenthealth.usc.edu/covid-19-health-services/covid19-vaccines/,https://studenthealth.usc.edu/list-of-accepted-vaccines/,https://coronavirus.usc.edu/faq-covid-19-vaccine-policy/
Costo total de las vacunas,https://studenthealth.usc.edu/covid-19-health-services/covid19-vaccines/,https://studenthealth.usc.edu/list-of-accepted-vaccines/,https://coronavirus.usc.edu/faq-covid-19-vaccine-policy/
Lista de vacunas aceptadas,https://studenthealth.usc.edu/covid-19-health-services/covid19-vaccines/,https://studenthealth.usc.edu/list-of-accepted-vaccines/,https://coronavirus.usc.edu/faq-covid-19-vaccine-policy/
Pasos a seguir después de ser agredido,https://studenthealth.usc.edu/emergencies/,https://studenthealth.usc.edu/medical-care-for-sexual-assault-survivors/,
Ayuda de agresión sexual,https://studenthealth.usc.edu/emergencies/,https://studenthealth.usc.edu/medical-care-for-sexual-assault-survivors/,
Ubicaciones de pruebas pop semanales,https://studenthealth.usc.edu/pop-testing-hours-and-locations/,https://studenthealth.usc.edu/vaccine-clinic/,https://studenthealth.usc.edu/covid-19-testing-pcr-and-antigen/
Pop Testing 3.0 Tiempos,https://studenthealth.usc.edu/pop-testing-hours-and-locations/,https://studenthealth.usc.edu/vaccine-clinic/,https://studenthealth.usc.edu/covid-19-testing-pcr-and-antigen/
Cargos de asesoramiento grupal,https://studenthealth.usc.edu/counseling/group-counseling/,https://studenthealth.usc.edu/counseling/,
Plan dental cubierto por el seguro?,https://studenthealth.usc.edu/optional-student-dental-plan/,https://studenthealth.usc.edu/fees-and-insurance/,
Detalles del plan dental,https://studenthealth.usc.edu/optional-student-dental-plan/,https://studenthealth.usc.edu/fees-and-insurance/,
Área de DPS y horarios de vigilancia,https://studenthealth.usc.edu/emergencies/,https://studenthealth.usc.edu/sart-resources/,
Protocolos de privacidad del paciente,https://studenthealth.usc.edu/patient-privacy-and-confidentiality/,https://studenthealth.usc.edu/information-privacy-and-open-notes-in-myshr/,https://studenthealth.usc.edu/patient-rights/
Instrucciones después de la exposición a un paciente positivo,https://studenthealth.usc.edu/instructions-positive-test-results/,https://studenthealth.usc.edu/instructions-exposure-to-a-positive-individual/,
Preparándose para la prueba,https://studenthealth.usc.edu/instructions-preparing-for-an-antigen-test/,,
Pruebas con kits de antígenos,https://studenthealth.usc.edu/instructions-preparing-for-an-antigen-test/,https://studenthealth.usc.edu/spring-break-antigen-kits-for-students/,https://studenthealth.usc.edu/covid-19-testing-pcr-and-antigen/
Consejos de emergencia cuando se reciben quemaduras de primer grado,https://studenthealth.usc.edu/sun-safety/,,
Diagnóstico y Tratamiento Post COVID,https://studenthealth.usc.edu/covid-19-testing/post-covid-19-recovery/,,
Horarios para dermatólogo,https://studenthealth.usc.edu/healthcare-in-america-101/,https://studenthealth.usc.edu/program-expansion-for-students/,
Dónde llenar el Formulario de Renuncia,https://studenthealth.usc.edu/our-services/insurance-plan/how-to-request-a-waiver-for-usc-student-health-insurance/,https://studenthealth.usc.edu/waiver-requirements/,
Módulos de aprendizaje de troyanos,https://studenthealth.usc.edu/building-a-culture-of-consent-community-message/,https://studenthealth.usc.edu/new-extension-period-friday-8-27-deadline-for-trojan-check-requirements/,
Comprobación de troyanos,https://studenthealth.usc.edu/trojan-check-no-longer-required-as-of-4-4-22/,https://studenthealth.usc.edu/new-extension-period-friday-8-27-deadline-for-trojan-check-requirements/,https://studenthealth.usc.edu/myshr-troubleshooting/
Desafíos y apoyo sin vacunas,https://studenthealth.usc.edu/spring-2022-covid-19-health-and-safety-protocols/,,
